abdominal	abdominalt
skiglad	skiglad
skikka	skikka
skikkelig	skikkelig
skikket	skikket
skimlet	skimlet
skimlete	skimlete
skinger	skingert
skinndaud	skinndaudt
skinneløs	skinneløst
skinnflat	skinnflatt
skinnsjuk	skinnsjukt
skinnsyk	skinnsykt
skir	skirt
skitt	skitt
skitten	skittent
skittfin	skittfint
skittlei	skittleit
skivant	skivant
skjegget	skjegget
skjeggete	skjeggete
skjeggløs	skjeggløst
skjellet	skjellet
skjellete	skjellete
skjellig	skjellig
skjelmsk	skjelmsk
skjelv	skjelv
skjelven	skjelvent
skjeløyd	skjeløyd
skjemtsom	skjemtsomt
skjendig	skjendig
skjerr	skjert
skjev	skjevt
skjevøyd	skjevøyd
skjoldet	skjoldet
skjoldete	skjoldete
skjær	skjært
skjærsatt	skjærsatt
skjør	skjørt
sklien	sklient
skoddet	skoddet
skoddete	skoddete
skogkledd	skogkledd
skoglaus	skoglaust
skogløs	skogløst
skogredd	skogredd
skogrik	skogrikt
skolelei	skoleleit
skoleveik	skoleveikt
skorpefri	skorpefritt
skorpet	skorpet
skorpete	skorpete
skotsk	skotsk
skottfri	skottfritt
skottklar	skottklart
skottredd	skottredd
skovet	skovet
skovete	skovete
skraklet	skraklet
skraklete	skraklete
skral	skralt
skranglet	skranglet
skranten	skrantent
skrapp	skrapt
skravlet	skravlet
skravlete	skravlete
skriftlig	skriftlig
skriftløs	skriftløst
skrifttro	skrifttro
skrinn	skrint
skripen	skripent
skripet	skripet
skripete	skripete
skrittvis	skrittvis
skrivefør	skriveført
skrofuløs	skrofuløst
skrubbet	skrubbet
skrubbete	skrubbete
skruet	skruet
skrullet	skrullet
skrullete	skrullete
skrupuløs	skrupuløst
skrytet	skrytet
skrytete	skrytete
skrå	skrått
skråstilt	skråstilt
skrøpelig	skrøpelig
skuddfri	skuddfritt
skuddglad	skuddglad
skuddklar	skuddklart
skuddredd	skuddredd
skuggredd	skuggredd
skulkesyk	skulkesykt
skuls	skuls
skum	skumt
skumhvit	skumhvitt
skumkvit	skumkvitt
skummel	skummelt
skumsvett	skumsvett
skurret	skurret
skurrete	skurrete
skurvet	skurvet
skurvete	skurvete
skutelaus	skutelaust
skuteløs	skuteløst
skutrygga	skutrygga
skvetten	skvettent
skvipet	skvipet
skvipete	skvipete
skvær	skvært
skya	skya
skyet	skyet
skyete	skyete
skyfri	skyfritt
skygg	skygt
skygrå	skygrått
skyhøg	skyhøgt
skyhøy	skyhøyt
skyld	skyldt
skyldfri	skyldfritt
skyldig	skyldig
skyldt	skyldt
skym	skymt
skyndsom	skyndsomt
skytung	skytungt
skyvbar	skyvbart
skåkredd	skåkredd
skåksky	skåksky
skåldheit	skåldheitt
skåldhet	skåldhett
skånsk	skånsk
skånsom	skånsomt
skåren	skåret
skåret	skåret
skårfast	skårfast
slabbet	slabbet
slabbete	slabbete
slafset	slafset
slafsete	slafsete
slagen	slagent
slagfast	slagfast
slagramma	slagramma
slags	slags
slak	slak
slakk	slakk
slammet	slammet
slammete	slammete
slampet	slampet
slampete	slampete
slamret	slamret
slamrete	slamrete
slamset	slamset
slamsete	slamsete
slangeløs	slangeløst
slank	slankt
slanten	slantent
slapp	slapt
slapset	slapset
slapsete	slapsete
slarket	slarket
slarkete	slarkete
slarven	slarvent
slarvet	slarvet
slarvete	slarvete
slasket	slasket
slaskete	slaskete
slavisk	slavisk
slavofil	slavofilt
slavonsk	slavonsk
sleip	sleipt
sleivet	sleivet
sleivete	sleivete
slem	slemt
slenget	slenget
slengete	slengete
slepen	slepent
sleppet	sleppet
sleppete	sleppete
slesk	sleskt
slesvigsk	slesvigsk
slett	slett
slettbar	slettbart
slibrig	slibrig
slimet	slimet
slimete	slimete
slintret	slintret
slintrete	slintrete
slipsløs	slipsløst
slisket	slisket
sliskete	sliskete
slitefast	slitefast
sliten	slitent
slitsom	slitsomt
slovakisk	slovakisk
slovensk	slovensk
slow	slow
sluken	slukent
slukkøra	slukkøra
slukkøret	slukkøret
slukøra	slukøra
slukøret	slukøret
slumset	slumset
slumsete	slumsete
slunken	slunkent
slurven	slurvent
slurvet	slurvet
slurvete	slurvete
slusket	slusket
sluskete	sluskete
slut	slutt
slutrygga	slutrygga
slutt	slutt
slyet	slyet
slyete	slyete
slående	slående
slåpen	slåpent
sløret	sløret
slørete	slørete
slørlett	slørlett
sløsaktig	sløsaktig
sløset	sløset
sløsete	sløsete
sløv	sløvt
sløy	sløyt
smakelig	smakelig
smakfull	smakfullt
smaklaus	smaklaust
smakløs	smakløst
smal	smalt
smalblada	smalblada
smalspora	smalspora
smart	smart
smeiken	smeikent
smekkfeit	smekkfeitt
smekkfet	smekkfett
smekkfull	smekkfullt
smektende	smektende
smellfeit	smellfeitt
smellfet	smellfett
smellfin	smellfint
smellkald	smellkaldt
smeltbar	smeltbart
smeltelig	smeltelig
smertefri	smertefritt
smertelig	smertelig
smidig	smidig
smikkfull	smikkfullt
smisket	smisket
smiskete	smiskete
smittsom	smittsomt
smukk	smukt
smul	smult
smulet	smulet
smulete	smulete
smusket	smusket
smuskete	smuskete
smussig	smussig
småbakket	småbakket
småfallen	småfallent
småfeit	småfeitt
småfet	småfett
småfiks	småfikst
småfrekk	småfrekt
småkupert	småkupert
smålig	smålig
smålåten	smålåtent
småmorsom	småmorsomt
småmunter	småmuntert
smånervøs	smånervøst
smånøgd	smånøgd
smånøyd	smånøyd
småpen	småpent
småpussig	småpussig
smårar	smårart
smårutet	smårutet
smårutete	smårutete
småsjuk	småsjukt
småskada	småskada
småskadd	småskadd
småskadet	småskadet
småskala	småskala
småskremt	småskremt
småskåren	småskårent
småsyk	småsykt
småtøff	småtøft
småvarm	småvarmt
småvokst	småvokst
småøyd	småøyd
smørbar	smørbart
smørblid	smørblidt
smørefri	smørefritt
smøret	smøret
smørete	smørete
snacksy	snacksy
snak	snakt
snakksom	snakksomt
snaksy	snaksy
snapp	snapt
snar	snart
snarlig	snarlig
snarlik	snarlikt
snarp	snarpt
snarrådig	snarrådig
snarsinna	snarsinna
snarsint	snarsint
snartenkt	snartenkt
snasen	snasent
snau	snaut
snedden	sneddent
snedig	snedig
snell	snelt
snerpen	snerpent
snerpet	snerpet
snerpete	snerpete
snerten	snertent
snever	snevert
sniken	snikent
sniket	sniket
snikete	snikete
snill	snilt
snirklet	snirklet
snirklete	snirklete
snobbet	snobbet
snobbete	snobbete
snodig	snodig
snorbein	snorbeint
snorben	snorbent
snorlaus	snorlaust
snorløs	snorløst
snorrett	snorrett
snubbet	snubbet
snubbete	snubbete
snufset	snufset
snufsete	snufsete
snuppelig	snuppelig
snuppen	snuppent
snuppet	snuppet
snuppete	snuppete
snurpet	snurpet
snurpete	snurpete
snurrig	snurrig
snurt	snurt
snurten	snurtent
snuset	snuset
snusete	snusete
snusket	snusket
snuskete	snuskete
snytt	snytt
snål	snålt
snåp	snåpt
snøbar	snøbart
snøblind	snøblindt
snødekka	snødekka
snødekket	snødekket
snødekt	snødekt
snøet	snøet
snøete	snøete
snøfattig	snøfattig
snøflet	snøflet
snøflete	snøflete
snøfri	snøfritt
snøfylt	snøfylt
snøgg	snøgt
snøhvit	snøhvitt
snøkledd	snøkledd
snølagt	snølagt
snølaus	snølaust
snøløs	snøløst
snørik	snørikt
snørret	snørret
snørrete	snørrete
snøsikker	snøsikkert
snøtung	snøtungt
snøvlet	snøvlet
snøvlete	snøvlete
sober	sobert
sofistisk	sofistisk
soft	soft
soignert	soignert
sokratisk	sokratisk
solar	solart
solblank	solblankt
solbrent	solbrent
solbrun	solbrunt
soleklar	soleklart
solfrisk	solfriskt
solfylt	solfylt
solgul	solgult
solid	solid
solistisk	solistisk
solitær	solitært
solmoden	solmodent
solnær	solnært
solrik	solrikt
solsikker	solsikkert
solsvidd	solsvidd
solvarm	solvarmt
solvendt	solvendt
solvent	solvent
somalisk	somalisk
somatisk	somatisk
somlet	somlet
somlete	somlete
sommerhet	sommerhett
sommerlig	sommerlig
somnambul	somnambult
sonantisk	sonantisk
sonar	sonart
sonisk	sonisk
sonor	sonort
sopen	sopent
soppen	soppent
sorbisk	sorbisk
sorgal	sorgalt
sorgfri	sorgfritt
sorgfull	sorgfullt
sorgfylt	sorgfylt
sorglaus	sorglaust
sorgløs	sorgløst
sorgmild	sorgmildt
sorgtung	sorgtungt
sorgtynga	sorgtynga
sort	sort
soset	soset
sosete	sosete
sosial	sosialt
sosset	sosset
sossete	sossete
sotet	sotet
sotete	sotete
sotfarga	sotfarga
sotfarget	sotfarget
sotgrå	sotgrått
sotsvart	sotsvart
sovjetisk	sovjetisk
spak	spakt
spaklynt	spaklynt
spaltbar	spaltbart
spandabel	spandabelt
spansk	spansk
sparsom	sparsomt
spartansk	spartansk
spatial	spatialt
spebygd	spebygd
sped	spedt
spedalsk	spedalsk
spedbygd	spedbygd
speken	spekent
spektral	spektralt
spenevarm	spenevarmt
spennende	spennende
spenstig	spenstig
spent	spent
spesial	spesial
spesiell	spesielt
spesifikk	spesifikt
spettet	spettet
spettete	spettete
spillbar	spillbart
spillefri	spillefritt
spillegal	spillegalt
spinal	spinalt
spinkel	spinkelt
spinngal	spinngalt
spiondømt	spiondømt
spirituøs	spirituøst
spiselig	spiselig
spisk	spiskt
spitig	spitig
spjerten	spjertent
spjåket	spjåket
spjåkete	spjåkete
spjælet	spjælet
spjælete	spjælete
splendid	splendid
spondeisk	spondeisk
spontan	spontant
sporadisk	sporadisk
sporbar	sporbart
sporet	sporet
sporete	sporete
sporlaus	sporlaust
sporløs	sporløst
sportsgal	sportsgalt
sportslig	sportslig
sporty	sporty
spotsk	spotsk
spraglet	spraglet
spraglete	spraglete
sprangvis	sprangvis
spredt	spredt
sprek	sprekt
sprekket	sprekket
sprekkete	sprekkete
sprelsk	sprelsk
sprengrød	sprengrødt
spretten	sprettent
spriken	sprikent
springsk	springsk
sprukken	sprukkent
sprutrød	sprutrødt
språklaus	språklaust
språklig	språklig
språkløs	språkløst
språksvak	språksvakt
sprø	sprøtt
spuriøs	spuriøst
spydig	spydig
spyferdig	spyferdig
spøkefull	spøkefullt
spøkelig	spøkelig
stabil	stabilt
stadig	stadig
stakkars	stakkars
stakket	stakket
stakkånda	stakkånda
stam	stamt
standard	standard
stappfull	stappfullt
stappmett	stappmett
stappmørk	stappmørkt
startklar	startklart
startrask	startraskt
staselig	staselig
stasjonær	stasjonært
staslig	staslig
statarisk	statarisk
statelig	statelig
statisk	statisk
statlig	statlig
statseid	statseid
statslaus	statslaust
statsløs	statsløst
staupet	staupet
staupete	staupete
stauret	stauret
staurete	staurete
staurfull	staurfullt
staut	staut
stavforma	stavforma
stavstill	stavstilt
steady	steady
stedegen	stedegent
stedig	stedig
stedlig	stedlig
stegvis	stegvis
steikende	steikende
steil	steilt
stein	stein
steindaud	steindaudt
steinet	steinet
steinete	steinete
steinfri	steinfritt
steingal	steingalt
steinhard	steinhardt
steinlagt	steinlagt
steinrik	steinrikt
steintøff	steintøft
stekende	stekende
stellar	stellart
stendig	stendig
stereotyp	stereotypt
steril	sterilt
sterk	sterkt
stilfull	stilfullt
stilig	stilig
stilket	stilket
stilkete	stilkete
still	stilt
stillaus	stillaust
stillbar	stillbart
stille	stille
stilløs	stilløst
stilrein	stilreint
stilren	stilrent
stinn	stint
stiv	stivt
stivbeint	stivbeint
stivbent	stivbent
stivhåra	stivhåra
stivhåret	stivhåret
stivnakka	stivnakka
stivsinna	stivsinna
stivøyd	stivøyd
stjålen	stjålent
stofflig	stofflig
stoffri	stoffritt
stoisk	stoisk
stolpet	stolpet
stolpete	stolpete
stolpret	stolpret
stolprete	stolprete
stolt	stolt
stor	stort
storaktig	storaktig
storarta	storarta
storartet	storartet
storfelt	storfelt
storladen	storladent
storlemma	storlemma
storlåten	storlåtent
stormfull	stormfullt
stormfylt	stormfylt
storrutet	storrutet
storrådig	storrådig
storsinna	storsinna
storslått	storslått
storsnuta	storsnuta
storstilt	storstilt
stortysk	stortysk
storveges	storveges
storveies	storveies
storvokst	storvokst
storøyd	storøyd
stotret	stotret
stotrete	stotrete
straffbar	straffbart
straffri	straffritt
straight	straight
strak	strakt
stram	stramt
stranten	strantent
strantet	strantet
strantete	strantete
streit	streit
strekkbar	strekkbart
streng	strengt
strevsom	strevsomt
stri	stritt
stribar	stribart
strid	stridt
stridbar	stridbart
stridhåra	stridhåra
stridig	stridig
stridlynt	stridlynt
strihåra	strihåra
strihåret	strihåret
striks	strikst
strikt	strikt
strikte	strikte
strilynt	strilynt
strimet	strimet
strimete	strimete
stringent	stringent
stripet	stripet
stripete	stripete
striøyd	striøyd
strofisk	strofisk
strykefri	strykefritt
strøken	strøkent
strømlaus	strømlaust
strømløs	strømløst
stubbet	stubbet
stubbete	stubbete
stuerein	stuereint
stueren	stuerent
stum	stumt
stump	stumpt
stumpet	stumpet
stumpete	stumpete
stungen	stungent
stupbratt	stupbratt
stupid	stupid
stupmørk	stupmørkt
stuptrett	stuptrett
stuptrøtt	stuptrøtt
stur	sturt
sturen	sturent
stuss	stust
stusselig	stusselig
stusslig	stusslig
stutet	stutet
stutete	stutete
stutt	stutt
stygg	stygt
styggfort	styggfort
styggkald	styggkaldt
stykkevis	stykkevis
styrbar	styrbart
styrbord	styrbord
styren	styrent
styrlaus	styrlaust
styrløs	styrløst
styrtrik	styrtrikt
styven	styvent
stålblå	stålblått
stålgrå	stålgrått
stærblind	stærblindt
stødig	stødig
støkken	støkkent
støl	stølt
størst	størst
støtvis	støtvis
støvet	støvet
støvete	støvete
støvfri	støvfritt
støvfylt	støvfylt
støvgrå	støvgrått
støvtørr	støvtørt
støyplaga	støyplaga
støysvak	støysvakt
støytvis	støytvis
subalpin	subalpint
subbesid	subbesidt
subbet	subbet
subbete	subbete
subjektiv	subjektivt
sublim	sublimt
submarin	submarint
subsidiær	subsidiært
subtil	subtilt
subversiv	subversivt
sudansk	sudansk
suffisant	suffisant
suggestiv	suggestivt
suicidal	suicidalt
sukkerfri	sukkerfritt
sukkersyk	sukkersykt
sukkersøt	sukkersøtt
sukkulent	sukkulent
suksessiv	suksessivt
sulten	sultent
sultramma	sultramma
sumerisk	sumerisk
sumersk	sumersk
summarisk	summarisk
sumpet	sumpet
sumpete	sumpete
sumpig	sumpig
sund	sundt
sundlemma	sundlemma
sundrevet	sundrevet
sunn	sunt
sunni	sunni
sunnmørsk	sunnmørsk
superb	superbt
superrask	superrask
surklet	surklet
surklete	surklete
surmaga	surmaga
surmaget	surmaget
surmava	surmava
surmavet	surmavet
surret	surret
surrete	surrete
sursøt	sursøtt
surøyd	surøyd
suset	suset
susete	susete
suspekt	suspekt
suspensiv	suspensivt
sutret	sutret
sutrete	sutrete
suveren	suverent
svai	svait
svairygga	svairygga
svak	svakt
svakelig	svakelig
svakhelsa	svakhelsa
svaksynt	svaksynt
sval	svalt
svampet	svampet
svampete	svampete
svanger	svangert
svare	svare
svart	svart
svartbrun	svartbrunt
svarthvit	svarthvitt
svarthåra	svarthåra
svartkvit	svartkvitt
svartsjuk	svartsjukt
svartsynt	svartsynt
sveisen	sveisent
sveitsisk	sveitsisk
svensk	svensk
svett	svett
svevende	svevende
svibrent	svibrent
svikaktig	svikaktig
svikefull	svikefullt
svikfull	svikfullt
svimet	svimet
svimete	svimete
svimlende	svimlende
svimmel	svimmelt
svimren	svimrent
svinedyr	svinedyrt
svinekald	svinekaldt
svingbar	svingbart
svinget	svinget
svingete	svingete
svinset	svinset
svinsete	svinsete
svinsk	svinsk
sviven	svivent
svoren	svorent
svorsk	svorsk
svullen	svullent
svullet	svullet
svullete	svullete
svulstig	svulstig
svunnen	svunnet
svær	svært
sydgående	sydgående
sydlandsk	sydlandsk
sydlig	sydlig
sydsamisk	sydsamisk
sydvendt	sydvendt
sydvestre	sydvestre
sydøstlig	sydøstlig
sydøstre	sydøstre
sykelig	sykelig
sykemeldt	sykemeldt
syklamen	syklamen
syklig	syklig
syklisk	syklisk
sykmeldt	sykmeldt
sylhvass	sylhvast
sylkvass	sylkvast
syllabisk	syllabisk
sylskarp	sylskarpt
sylslank	sylslankt
sylta	sylta
syltet	syltet
syltrang	syltrangt
syltynn	syltynt
symbolsk	symbolsk
symfonisk	symfonisk
sympatisk	sympatisk
synbar	synbart
syndefri	syndefritt
syndefull	syndefullt
syndelig	syndelig
syndetisk	syndetisk
syndfri	syndfritt
syndig	syndig
synergisk	synergisk
synkefri	synkefritt
synkron	synkront
synlig	synlig
synodal	synodalt
synonym	synonymt
synoptisk	synoptisk
synsk	synsk
synssvak	synssvakt
syntetisk	syntetisk
syrefast	syrefast
syrisk	syrisk
syrlig	syrlig
systemisk	systemisk
syten	sytent
sytet	sytet
sytete	sytete
syttenårs	syttenårs
syttiårig	syttiårig
syttiårs	syttiårs
syvarmet	syvarmet
syvdobbel	syvdobbelt
syvmanns	syvmanns
syvseters	syvseters
syvsifret	syvsifret
syvårig	syvårig
syvårs	syvårs
såkalt	såkalt
sålydende	sålydende
såpeglatt	såpeglatt
sårbar	sårbart
sårbeint	sårbeint
sårbent	sårbent
sårfotet	sårfotet
sårføtt	sårføtt
særbo	særbo
særbu	særbu
særegen	særegent
særlig	særlig
særmerkt	særmerkt
særnorsk	særnorsk
særskilt	særskilt
særsvensk	særsvensk
særsynt	særsynt
sødmefylt	sødmefylt
søkkfull	søkkfullt
søkklasta	søkklasta
søkkrik	søkkrikt
søkt	søkt
sølet	sølet
sølete	sølete
sølibatær	sølibatært
sølsam	sølsamt
sølvblank	sølvblankt
sølvfarga	sølvfarga
sølvgrå	sølvgrått
sølvhvit	sølvhvitt
sølvklar	sølvklart
sølvkvit	sølvkvitt
sølvspent	sølvspent
sømløs	sømløst
sømmelig	sømmelig
søndre	søndre
sønnlig	sønnlig
søraustre	søraustre
søre	søre
sørfransk	sørfransk
sørgelig	sørgelig
sørgmodig	sørgmodig
sørgående	sørgående
sørindisk	sørindisk
sørlandsk	sørlandsk
sørlig	sørlig
sørnorsk	sørnorsk
sørpet	sørpet
sørpete	sørpete
sørsamisk	sørsamisk
sørsvensk	sørsvensk
sørsørøst	sørsørøst
sørvendt	sørvendt
sørvestre	sørvestre
sørøstlig	sørøstlig
sørøstre	sørøstre
søsterlig	søsterlig
søtelig	søtelig
søtladen	søtladent
søtlaten	søtlatent
søtlig	søtlig
søvnig	søvnig
søvnlaus	søvnlaust
søvnløs	søvnløst
søvntung	søvntungt
tabloid	tabloid
tabu	tabu
tafatt	tafatt
tafset	tafset
tafsete	tafsete
tagal	tagalt
tagget	tagget
taggete	taggete
tahitisk	tahitisk
taiwansk	taiwansk
takket	takket
takkete	takkete
takksam	takksamt
taksonom	taksonomt
taktfast	taktfast
taktfull	taktfullt
taktil	taktilt
taktisk	taktisk
taktlaus	taktlaust
taktløs	taktløst
talefør	taleført
talentløs	talentløst
talgen	talgent
tallaus	tallaust
tallrik	tallrikt
talløs	talløst
talmudisk	talmudisk
tamilsk	tamilsk
tander	tandert
tankefull	tankefullt
tankeklar	tankeklart
tankelaus	tankelaust
tankeløs	tankeløst
tanketom	tanketomt
tanketung	tanketungt
tannet	tannet
tannete	tannete
tannlaus	tannlaust
tannløs	tannløst
tantet	tantet
tantete	tantete
taoistisk	taoistisk
tarpeiisk	tarpeiisk
tarvelig	tarvelig
tasal	tasalt
taset	taset
taslet	taslet
taslete	taslete
tasmansk	tasmansk
tassen	tassent
tasset	tasset
tassete	tassete
tatarisk	tatarisk
tatlet	tatlet
tatlete	tatlete
taus	taust
tavlet	tavlet
tavlete	tavlete
teatral	teatralt
teatralsk	teatralsk
teglrød	teglrødt
teistisk	teistisk
teit	teit
tekk	tekt
tekkelig	tekkelig
teknisk	teknisk
teksansk	teksansk
tekstil	tekstilt
tekstlig	tekstlig
tekstuell	tekstuelt
tektonisk	tektonisk
telet	telet
telete	telete
tellbar	tellbart
tellelig	tellelig
tellurisk	tellurisk
tematisk	tematisk
temporær	temporært
temposvak	temposvakt
tenkbar	tenkbart
tenkelig	tenkelig
tenksom	tenksomt
tennbar	tennbart
tentativ	tentativt
tenårig	tenårig
teologisk	teologisk
teoretisk	teoretisk
teosofisk	teosofisk
termal	termalt
terminal	terminalt
terminvis	terminvis
termisk	termisk
ternet	ternet
ternete	ternete
tertefin	tertefint
terten	tertent
tertet	tertet
tertete	tertete
tertial	tertialt
tertiær	tertiært
tesaurisk	tesaurisk
tess	tess
tett	tett
tettbygd	tettbygd
tettpakka	tettpakka
tettrykt	tettrykt
tettvokst	tettvokst
teutonisk	teutonisk
teutonsk	teutonsk
texansk	texansk
tibetansk	tibetansk
tidels	tidels
tidig	tidig
tidlaus	tidlaust
tidlig	tidlig
tidløs	tidløst
tidobbel	tidobbelt
tidobbelt	tidobbelt
tids	tids
tidvis	tidvis
tien	tient
tietasjes	tietasjes
tifold	tifold
tigret	tigret
tigrete	tigrete
tiksotrop	tiksotropt
tilbørlig	tilbørlig
tilfeldig	tilfeldig
tilflytta	tilflytta
tilfreds	tilfreds
tilføket	tilføket
tilgjort	tilgjort
tilgrisa	tilgrisa
tilgriset	tilgriset
tilgrist	tilgrist
tilgrodd	tilgrodd
tilhogd	tilhogd
tilhugd	tilhugd
tilisa	tilisa
tiliset	tiliset
tiliters	tiliters
tilkjørt	tilkjørt
tilklebet	tilklebet
tilklint	tilklint
tilklipt	tilklipt
tilknappa	tilknappa
tillukka	tillukka
tillukket	tillukket
tillært	tillært
tilmålt	tilmålt
tilnærma	tilnærma
tilnærmet	tilnærmet
tilsatt	tilsatt
tilskapt	tilskapt
tilskitna	tilskitna
tilskåret	tilskåret
tilspikra	tilspikra
tilstivna	tilstivna
tilsådd	tilsådd
tilsølt	tilsølt
tiltaksom	tiltaksomt
tiltalt	tiltalt
tiltrengt	tiltrengt
tilvant	tilvant
timanns	timanns
timelang	timelangt
timelig	timelig
timelønna	timelønna
timelønt	timelønt
timid	timid
tinglig	tinglig
tippbar	tippbart
tipunkts	tipunkts
tirolsk	tirolsk
tistret	tistret
tistrete	tistrete
titalls	titalls
titanisk	titanisk
titimers	titimers
titulær	titulært
tiårig	tiårig
tiårs	tiårs
tiøres	tiøres
tjafset	tjafset
tjafsete	tjafsete
tjenende	tjenende
tjenlig	tjenlig
tjenstlig	tjenstlig
tjokkfull	tjokkfullt
tjueandre	tjueandre
tjuedels	tjuedels
tjuefemte	tjuefemte
tjueårig	tjueårig
tjueårs	tjueårs
tjukk	tjukt
tjukkhuda	tjukkhuda
tjuvaktig	tjuvaktig
toaksla	toaksla
toakslet	toakslet
toakts	toakts
toarma	toarma
toarmet	toarmet
toasted	toasted
tobagisk	tobagisk
tobasisk	tobasisk
tobeint	tobeintt
todelt	todelt
todørs	todørs
toegga	toegga
toegget	toegget
toene	toene
toetasjes	toetasjes
tofags	tofags
tofarga	tofarga
tofarget	tofarget
tofeltet	tofeltet
tofelts	tofelts
tofotet	tofotet
toføtt	toføtt
tohendig	tohendig
tohjula	tohjula
tohjulet	tohjulet
tohjuls	tohjuls
tohjult	tohjult
tohoda	tohoda
tohodet	tohodet
tohånds	tohånds
tokarisk	tokarisk
tokilos	tokilos
tokrets	tokrets
toksigen	toksigent
toksisk	toksisk
tolags	tolags
toledda	toledda
toleddet	toleddet
tolerabel	tolerabelt
tolerant	tolerant
toliters	toliters
tollfri	tollfritt
tolvdels	tolvdels
tolvårig	tolvårig
tolvårs	tolvårs
toløpet	toløpet
tomanns	tomanns
tomasta	tomasta
tomastet	tomastet
tomatrød	tomatrødt
tomhendt	tomhendt
tomotors	tomotors
tomåls	tomåls
tonal	tonalt
tonedøv	tonedøvt
tongansk	tongansk
tonlaus	tonlaust
tonløs	tonløst
tonnevis	tonnevis
topola	topola
topolet	topolet
topolt	topolt
topp	topp
topplaus	topplaust
toppløs	toppløst
topptung	topptungt
topukla	topukla
topuklet	topuklet
tornefull	tornefullt
tornet	tornet
tornete	tornete
toroms	toroms
tosida	tosida
tosidet	tosidet
tosidig	tosidig
tosifra	tosifra
tosifret	tosifret
tospalta	tospalta
tospaltet	tospaltet
tospora	tospora
tosporet	tosporet
tosset	tosset
tossete	tossete
tostemmig	tostemmig
tostrøken	tostrøket
tostrøket	tostrøket
total	totalt
totalitær	totalitært
totoms	totoms
totrinns	totrinns
tovegs	tovegs
toveis	toveis
toven	tovent
toverdig	toverdig
tovet	tovet
tovete	tovete
toårig	toårig
toårlig	toårlig
toårs	toårs
toøres	toøres
trafikal	trafikalt
tragisk	tragisk
trang	trangt
trangbodd	trangbodd
trangbudd	trangbudd
trangsynt	trangsynt
trasen	trasent
traset	traset
trasete	trasete
trasig	trasig
traud	traudt
traurig	traurig
traust	traust
travalig	travalig
travel	travelt
treaktig	treaktig
treakts	treakts
trearma	trearma
trearmet	trearmet
trebeint	trebeint
trebent	trebent
tredagers	tredagers
tredels	tredels
tredelt	tredelt
tredende	tredende
tredobbel	tredobbelt
treen	treent
treenig	treenig
treet	treet
treete	treete
trefags	trefags
trefarga	trefarga
trefarget	trefarget
trefelts	trefelts
treffende	treffende
trefold	trefold
trefoldig	trefoldig
treforma	treforma
treformet	treformet
trefri	trefritt
treg	tregt
trehendt	trehendt
trehjuls	trehjuls
trehjult	trehjult
trehoda	trehoda
trehodet	trehodet
trehvit	trehvitt
treig	treigt
trekanta	trekanta
trekantet	trekantet
trekkfri	trekkfritt
trekkfull	trekkfullt
trekvart	trekvart
trekvit	trekvitt
treledda	treledda
treleddet	treleddet
treliters	treliters
trellsom	trellsomt
tremanns	tremanns
tremasta	tremasta
tremastet	tremastet
tremotors	tremotors
trendy	trendy
trengende	trengende
trepola	trepola
trepolet	trepolet
trepolt	trepolt
trepunkts	trepunkts
treroms	treroms
tresidig	tresidig
tresifra	tresifra
tresifret	tresifret
tresk	treskt
tresnuta	tresnuta
tresnutet	tresnutet
tresporet	tresporet
trestemt	trestemt
tretimers	tretimers
tretoms	tretoms
tretrinns	tretrinns
trett	trett
trettende	trettende
trettiårs	trettiårs
treukers	treukers
trevalig	trevalig
trevegs	trevegs
treveis	treveis
treven	trevent
treverdig	treverdig
trevlet	trevlet
trevlete	trevlete
treårig	treårig
treårs	treårs
triasisk	triasisk
triennal	triennalt
trifokal	trifokalt
trikinøs	trikinøst
trillende	trillende
trillrund	trillrundt
trinn	trint
trinnlaus	trinnlaust
trinnløs	trinnløst
trinnvis	trinnvis
trippel	trippelt
trist	trist
trivalent	trivalent
trivelig	trivelig
trivial	trivialt
triviell	trivielt
troende	troende
trofast	trofast
trojansk	trojansk
trokeisk	trokeisk
trolaus	trolaust
trolig	trolig
trollet	trollet
trollete	trollete
trollslig	trollslig
trolsk	trolsk
troløs	troløst
tropisk	tropisk
troppevis	troppevis
troppsvis	troppsvis
trossig	trossig
troverdig	troverdig
truen	truent
truende	truende
trufast	trufast
trugende	trugende
truhjerta	truhjerta
truistisk	truistisk
trulaus	trulaust
trulig	trulig
truløs	truløst
truten	trutent
truverdig	truverdig
trygg	trygt
trykket	trykket
trykkfast	trykkfast
trykklett	trykklett
trykksvak	trykksvakt
trykktung	trykktungt
trykt	trykt
trådet	trådet
trådete	trådete
trådlaus	trådlaust
trådløs	trådløst
tråen	tråent
tråkig	tråkig
trålfri	trålfritt
trælet	trælet
trælete	trælete
trælsom	trælsomt
trøblet	trøblet
trøblete	trøblete
trøndersk	trøndersk
trøndsk	trøndsk
trøsken	trøskent
trøsket	trøsket
trøskete	trøskete
trøstig	trøstig
trøtt	trøtt
trøttende	trøttende
tsjadisk	tsjadisk
tsjekkisk	tsjekkisk
tuet	tuet
tuete	tuete
tufs	tufst
tufsen	tufsent
tufset	tufset
tufsete	tufsete
tuklet	tuklet
tuklete	tuklete
tuktig	tuktig
tuktlaus	tuktlaust
tuktløs	tuktløst
tullerusk	tullerusk
tullet	tullet
tullete	tullete
tung	tungt
tungbedt	tungbedt
tungerapp	tungerapt
